25,7.99,0.65,1.01,5,10,5,3,3,1.877,12,0.232,1814.7,1.325,326.46,0.715,0.439,0.285,0.176,0.581,0.588,0.346,0.187,0.102,0.875,1.972,3.133,4.488,0.509,0.861,2.475,-4.974,615.7,31.249,78.027,29,0.1,3.953,1.99,3.949,1.982,0.132,0.08,0.065,0.978,0.979,0.995,1.001,0.083,0.019,-0.002,-0.151,-0.086,0,0.132,0.006,0.053,0.362,-0.101,-0.15,-0.054,-0.049,0.105,-0.075,0.033,0.91,0.979,0.994,1.103,1.049,0.955,0.827,0.999,0.616,0.43,0.974,1.074,1.015,1.17,1.015,0.956,1.08,0.881,2.867,9.194,2.437,0.364,0.767,7.487,3.591,0.198,8.035,17.53,8.463,3.659,12.494,14.973,10.804,9.977,3.08,8.725,8.198,1.897,0.139,0.129,11.586,-6.651,2.158,-4.102,0.872,-0.208,-0.529,0.631,-1.1,-0.459,0.718,1.571,0.867,-1.264,-2.34,-1.568,0.261,-1.704,0.622,1.407,-0.491,-0.145,-0.252,0.017,0.487,-0.325,-0.002,-3.298,-3.368,2.958,-3.376,-2.415,1.35,1.599,1.001,-1.054,2.006,0.642,0.076,1.478,-0.361,-0.303,-0.873,0.748,-0.849,-0.333,0.106,0.378,0.267,-0.925,0.029,-0.892,0.181,0.146,0.15,0.41,0.441,0.535,0.181,0.513,0.218,0.175,0.328,0.152,0.462,0.988,4.602,1.037,0.188,0.144,0.28,2.016,0.085,0.032,0.112,0.032,0.019,0.032,0.039,0.019,0.046,0.03,0.02,0.014,0.013,2,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,4,3,0,0,0,10,10,0,0,0,2,-0.721,1.9,8.46
55,0.0017215,0.65625,0.67552,1.0755,0.23003,0.51376,0.03125,1,0.3093,0.29412,0.93795,0.38604,0.95679,0.18572,0.91805,0.97946,0.97471,0.98495,0.83861,0.92659,0.94389,0.94836,0.98355,0.61821,0.22265,0.10393,0.10088,0.43153,0.97058,0.89932,0.50413,0.082518,0.4584,3.4913,1.8355,0.85825,0.60953,0.97536,0.92464,0.94039,0.96651,0.96322,0.97885,0.97236,0.96948,0.9964,0.99409,0.96214,0.88772,0.87238,0.76693,0.94668,0.86763,0.89702,0.82791,0.96641,0.75986,0.82619,0.8113,0.85204,0.92388,0.80942,0.77554,0.9121,0.87339,0.88141,0.94334,1,0.91585,0.85737,0.81529,0.87498,0.90821,0.84681,0.83266,0.93988,0.66,0.80675,0.96261,0.71215,0.86864,0.86305,0.017158,0.29342,0.75181,0.98826,0.98792,0.033788,0.07054,0.87845,0.023427,0.99309,0.35611,0.73038,0.4016,0.18801,0.025629,0.016984,0.69417,0.09851,0.30702,0.63094,0.38747,1,0.13614,0.52442,0.7286,0.69932,0.42076,0.75536,0.40152,1,0.41935,0.73765,0.5592,0.50327,1,0.78025,0.75482,0.58656,0.97785,0.65629,0.73659,0.67645,0.92003,0.72264,0.94895,0.68247,0.75041,0.82924,0.87792,1,0.60445,0.65553,0.82216,0.67321,0.68138,0.85522,0.68786,0.47598,0.79595,0.92142,0.80781,0.85423,0.85496,0.92861,0.84202,0.82346,0.8581,0.90085,0.92989,0.76272,0.89024,0.89107,0.90501,0.92057,0.7844,0.99861,0.9956,0.98543,1,0.87854,0.93626,0.90944,0.95343,0.94375,0.97838,0.95688,0.98325,0.99096,0.84916,0.85285,0.99381,0.98604,0.98803,0.62921,0.97495,0.99544,0.97249,0.99939,0.99849,0.9967,0.99522,0.9997,0.98935,0.99558,0.99912,0.99737,0.9971,1,0.73301,0.047635,1,1,0.24656,0.75877,1,1,0.73039,1,1,1,0.77273,1,1,1,0.51111,0.74771,0.79401,0.63211,0.51754,1,1,1,0.3038,0.77551,0.087145,1,0.78516,0.96275,1.353,0.3471
36,0.023321,0.48437,0.67552,0.037736,0.23003,0.0091743,0.03125,0.25001,0.67171,0.13235,0.84487,0.089303,0.71277,0.12098,0.87367,0.96576,0.94942,0.96689,0.88623,0.91873,0.96429,0.9877,0.97885,0.85683,0.18787,0.29895,0.14524,0.71509,0.92277,0.90652,0.34675,0.49428,0.39375,0.2031,0.26201,0.85825,0.69724,0.92752,0.92464,0.93497,0.96007,0.96576,0.96641,0.99121,0.97436,0.96884,0.99409,0.93943,0.86487,0.91817,0.95814,0.84957,0.77167,0.86484,0.9019,0.95334,0.68803,0.91351,0.82669,0.74539,0.94197,0.80788,0.87442,0.9129,0.89669,0.89198,0.91152,0.84427,0.95943,0.96924,0.87077,0.83625,0.93574,0.93793,0.76415,0.97738,0.84316,0.64591,0.86038,0.61026,0.84248,0.99625,0.017158,0.25614,0.71371,0.97466,0.91487,0.068677,0.1821,0.86358,0.32317,0.12325,0.34733,0.43548,0.18857,0.1025,0.20319,0.50007,0.16531,0.22251,0.37107,0.17783,0.56816,0.99919,0.30982,0.49983,0.64825,0.36828,0.41115,0.80292,0.77558,0.83437,0.59063,0.80174,0.51588,0.51482,0.65914,0.76039,0.7687,0.70843,0.76562,0.77772,0.80547,0.74793,0.89759,0.79616,0.83489,0.67529,0.89298,0.83789,0.85343,0.46014,0.50824,0.44501,0.57435,0.96007,0.67742,0.74047,0.73501,0.70118,0.63166,0.76953,0.86193,0.79211,0.91774,0.85688,0.80814,0.88284,0.92057,0.90019,0.83156,0.8608,0.90536,0.87447,0.91713,0.72328,0.79835,0.99723,0.99729,0.95464,0.92507,0.85394,0.96748,0.90264,0.93031,0.92647,0.95676,0.92208,0.94092,0.99096,0.71942,0.88343,0.98608,0.98325,0.96809,0.69606,0.97374,0.98327,0.97668,0.99604,0.99485,0.9949,0.99611,0.9991,0.99823,0.99794,0.99795,0.99767,0.99797,0.74418,1,1,1,1,1,0.75877,1,1,1,1,1,1,0.77273,0.74886,1,1,1,1,0.58802,0.63211,1,1,1,0.46601,0.40326,0.55102,1,1,0.78516,0.97116,1.817,0.50862
12,0.043906,0.65625,0.51328,1,0.29712,0.49541,0.03125,1,0.83372,0.35295,0.85817,0.77875,0.17686,0.46914,0.85318,0.96576,0.9589,0.97592,0.87565,0.91611,0.94899,0.9877,0.9718,0.61821,0.72092,0.21536,0.22524,0.65944,0.95771,0.9137,0.15375,0.73038,0.79705,0.71351,0.57275,1,0.70794,0.98406,0.93624,0.94852,0.94204,0.96956,0.96641,0.99372,0.98291,0.96764,0.98818,0.96755,0.7337,0.89381,0.97432,0.87623,0.91649,1,0.93432,0.95894,0.8,0.92669,0.91658,0.67704,0.81159,0.99308,0.89174,0.95407,0.87029,1,0.92704,0.85406,0.93013,0.8322,0.80289,0.8016,0.89197,0.722,0.77264,0.90886,1,0.92722,0.65417,0.51532,0.78261,0.89369,0.017158,0.32529,0.8203,0.93325,0.81478,0.084664,0.51113,0.86624,0.57253,0.66597,0.35216,0.1998,0.89446,0.41665,0.65372,0.83075,0.69351,0.56134,0.21327,0.28153,0.61271,0.97331,0.21029,0.15812,0.40588,0.057342,0.49211,0.53808,0.61593,0.73599,0.42388,0.67214,0.97934,0.52291,0.93433,0.55659,0.61934,0.57889,0.84601,0.7316,0.65589,0.88884,0.74706,0.88327,0.86169,0.63099,0.86462,0.92543,0.77826,0.23776,0.39179,0.48171,0.46394,0.69134,0.69071,0.82966,0.71741,0.81271,0.80998,0.91518,0.83503,0.75521,0.88316,0.98258,0.83268,0.89866,0.78715,0.97338,0.87778,0.81085,0.87743,0.80144,0.91812,0.54925,0.79635,0.99272,0.97159,0.94702,0.96204,0.95172,0.97724,0.96384,0.98426,0.95695,0.97583,0.88789,0.9842,0.99096,0.66096,0.92228,0.90072,0.97983,0.98681,0.86451,0.95381,0.99088,0.96353,0.99574,0.99364,0.99399,0.99552,0.99791,0.99231,1,0.99912,0.99796,0.99884,1,1,1,1,1,1,1,1,1,1,1,0.73301,1,1,1,1,0.74418,1,1,1,0.63211,1,1,1,1,0.5027,1,1,1,1,0.95458,0.569,0.74572
31,0.0083148,0.3125,0.51328,0.037736,0.054306,0.0091743,0.03125,0.25001,0.50543,0.029409,0.82271,0.49559,0.74836,0.09371,0.89074,0.96234,0.95258,0.96087,0.92063,0.92922,0.96429,0.99508,0.98355,0.85683,0.21051,0.41347,0.26994,0.66209,0.94299,0.91011,0.34675,0.6304,0.32174,0.25062,0.22317,1,0.69831,0.95072,0.92029,0.93768,0.95363,0.98224,0.97885,0.9799,0.97558,0.97723,0.99055,0.93185,0.90461,0.93765,0.87538,0.89337,0.84364,0.91725,0.79714,0.95987,0.71409,0.84596,0.93278,0.81148,0.83797,0.89241,0.74668,0.9121,0.92,0.88292,0.8828,0.93004,0.92937,0.89443,0.82051,0.90488,0.93433,0.90623,0.85328,0.77505,0.8403,0.8624,0.84812,0.687,0.85062,0.94809,0.017158,0.34797,0.77859,0.96539,0.94938,0.33135,0.90977,0.87685,0.32236,0.12731,0.085014,0.69894,0.39733,0.26781,0.39595,0.60843,0.08694,0.58895,0.15941,0.59166,0.96803,0.9911,0.33704,0.16507,0.59588,0.3978,0.70942,0.77555,0.5692,0.91223,0.6106,0.88414,0.62318,0.64292,0.49461,0.63635,0.80835,0.7108,0.76741,0.76743,0.75889,0.71851,0.8473,0.84041,0.90658,0.67798,0.95462,0.81303,0.91861,0.41062,0.49872,0.60897,0.6283,0.92629,0.65905,0.77704,0.74874,0.8218,0.75824,0.70575,0.84735,0.69801,0.94494,0.88933,0.79062,0.82313,0.82325,0.95109,0.85576,0.85745,0.91587,0.8636,0.97281,0.85289,0.83509,0.99653,0.99323,0.96622,0.96072,0.88127,0.93562,0.95116,0.9393,0.93873,0.97615,0.93286,0.96556,0.99548,0.69948,0.92171,0.97804,0.97921,0.97177,0.69109,0.97917,0.97962,0.97309,0.99665,0.99758,0.9946,0.99163,0.99821,0.99379,0.99794,0.99765,0.99767,0.99826,0.74418,1,1,1,1,1,0.75877,1,1,1,1,1,1,0.77273,1,1,1,0.75556,1,0.58802,0.81605,1,1,1,1,0.10489,1,1,1,0.78516,0.969,1.598,0.73885
50,0.032539,0.65625,0.51328,0.037736,0.58147,0.0091743,0.37501,0.25001,0.6504,0.13235,0.90249,0.39099,0.60094,0.16054,0.87367,0.94864,0.95574,0.97291,0.89417,0.95019,0.96174,0.96311,0.96475,0.85683,0.25501,0.32602,0.096124,0.7363,0.90806,0.90472,0.76569,0.41914,0.17095,0.059831,0.26201,0.85825,0.69617,0.96086,0.92464,0.93497,0.96136,0.96449,0.97139,0.98744,0.98535,0.99281,0.99527,0.97512,0.87778,0.80029,0.88584,0.92478,0.85607,0.89702,0.82624,0.97854,0.77747,0.80724,0.86718,0.84979,0.95327,0.84246,0.73585,0.93586,0.84854,0.87536,0.99922,0.91273,0.92637,0.88813,0.82247,0.87498,0.8842,0.75899,0.77567,0.86943,0.70465,0.72235,0.92055,0.74553,0.81051,0.94122,0.017158,0.23196,0.68281,0.9827,0.95283,0.13628,0.06709,0.88269,0.083755,0.039174,0.12799,0.69081,0.00058244,0.15674,0.29905,0.024636,0.24806,0.45238,0.26843,0.52126,0.95545,1,0.44171,0.51849,0.51907,0.64824,0.57962,0.54428,0.85339,0.70378,0.66113,1,0.58918,0.5735,0.57318,0.75258,0.83842,0.6925,0.80636,0.85336,0.80547,0.7322,0.852,0.8216,0.89789,0.68367,0.8442,0.81339,0.88758,0.45682,0.60546,0.52611,0.74075,0.79914,0.663,0.69855,0.65385,0.87877,0.60505,0.76197,0.8749,0.70201,0.96408,0.89172,0.78566,0.91641,0.88102,0.95209,0.82008,0.86476,0.87184,0.87568,0.95545,0.84322,0.79208,0.99827,0.99831,0.95232,0.98845,0.884,0.95122,0.8776,0.98426,0.94532,0.94467,0.94641,0.97062,0.99903,0.82464,0.85857,0.9901,0.98449,0.99755,0.69335,0.97766,0.98996,0.97877,0.99939,0.99909,0.9955,0.99552,0.9994,0.99763,0.99823,0.99824,0.99767,0.99797,0.74418,0.73301,1,1,1,1,0.75877,1,1,1,1,0.73301,1,0.77273,0.74886,1,1,0.75556,0.74771,0.79401,0.63211,1,1,1,1,0.10489,0.77551,0.31535,1,0.78516,0.9678,1.283,0.46566
18,0.0043588,0.3125,0.67552,0.037736,0.1214,0.49541,0.03125,0.25001,0.31783,0.19117,0.81828,0.77641,0.70006,0.29558,0.91464,0.96918,0.95258,0.96388,0.9074,0.93446,0.97704,0.99508,0.9812,0.61821,0.26229,0.45912,0.38361,0.81978,0.9099,0.91011,0.15375,0.18575,0.39334,0.38752,0.57275,1,0.69938,0.95651,0.92174,0.94039,0.97295,0.99366,0.97512,0.98492,0.97314,0.97603,0.99527,0.96322,0.90262,0.94155,0.85731,0.84291,0.89605,0.91541,0.79797,0.93561,0.77113,0.87891,0.91091,0.78745,0.73623,0.85629,0.85638,0.93903,0.89825,0.88972,0.89134,0.93605,0.96093,0.85877,0.81529,0.90759,0.9075,0.75238,0.76597,0.79315,0.8901,1,0.88901,0.59076,0.83085,0.92245,0.017158,0.037743,0.91864,0.94623,0.92465,0.16287,0.67679,0.78714,0.62371,0.62211,0.32986,0.14339,0.61334,0.38292,0.32167,0.32188,0.23352,0.37197,0.018173,0.30644,0.016725,0.70242,0.38996,0.34742,0.030824,0.35195,0.5371,0.79282,0.70377,0.72466,0.6175,0.60312,0.83808,0.51214,0.73329,0.67639,0.74788,0.63791,0.79457,0.85834,0.65458,0.66003,0.86684,0.86934,0.7842,0.67439,0.92815,0.77268,0.90413,0.33887,0.41345,0.43692,0.59015,0.8449,0.66922,0.76901,0.59566,0.87877,0.68749,0.92734,0.8655,0.65987,0.88719,0.97916,0.85779,0.82733,0.82985,0.96706,0.83281,0.80232,0.85738,0.80658,0.99803,0.5448,0.76645,0.99584,0.99594,0.95066,0.96039,0.91437,0.9626,0.92334,0.96853,0.97046,0.95548,0.96089,0.97188,0.99096,0.76893,0.87143,0.95948,0.97518,0.9684,0.78412,0.97887,0.99757,0.97817,0.99604,0.99576,0.9985,0.98894,0.99522,0.99113,0.99676,0.99677,0.99942,0.99884,0.74418,1,1,1,1,1,1,1,1,1,1,0.73301,1,1,1,1,1,0.75556,1,0.79401,0.63211,1,1,1,1,0.10489,1,1,1,1,0.97284,1.798,0.74228
44,0.041769,0.48437,0.67552,1.0755,0.23003,0.0091743,0.03125,0.25001,0.3093,0.29412,0.91579,0.35823,0.98475,0.092143,0.91805,0.9863,0.98103,0.98495,0.90211,0.91611,0.97449,0.98525,0.9765,0.85683,0.24854,0.32602,0.14192,0.55872,0.95219,0.88853,0.34675,0.16744,0.091131,0.075865,0.22317,0.85825,0.6844,0.95072,0.91015,0.93633,0.95878,0.97971,0.97139,0.97864,0.98413,0.98202,0.98936,0.92969,0.95827,0.83049,0.84874,0.9124,0.84275,0.93012,0.76389,0.94868,0.70422,0.8229,0.91091,0.78219,0.76939,0.91163,0.84988,0.9026,0.8998,0.82324,0.96507,0.95486,0.90984,0.88464,0.8055,0.93681,0.94351,0.92407,0.86601,0.80478,0.85462,0.85567,0.8119,0.61462,0.85411,0.93496,1,0.3474,0.73894,0.98146,0.87518,0.040103,0.29242,0.86677,0.84312,0.42658,0.43576,0.98485,1.106,0.79657,0.46469,0.073012,0.83949,0.13446,0.39208,0.94348,0.99928,1,0.93954,0.036264,0.25363,0.96126,0.13402,1,0.90549,0.56188,0.71034,0.068901,1,0.50056,0.81149,0.73239,0.55062,0.37644,0.80207,0.68383,1,0.80847,0.11165,1,0.90115,1,0.71827,0.66209,0.65618,0.11283,0.56866,0.73997,0.4792,1,0.91264,0.63226,0.79529,1,1,0.60679,1,0.92343,0.57798,0.95218,0.6744,0.92093,0.48798,0.8942,1,1,0.86856,0.6228,0.96069,0.98093,0.84478,0.99827,0.99831,0.99371,0.97227,0.88339,0.95155,0.93478,0.98169,0.93024,0.99555,0.92362,0.97852,0.99096,0.81272,0.83085,0.9901,0.98449,0.98589,0.70147,0.96619,0.993,0.97877,0.99878,0.99879,0.9967,0.99342,0.99881,0.99556,0.99971,1,0.99883,0.99623,1,0.73301,0.52379,0.72222,1,1,0.75877,1,1,1,1,1,1,0.77273,1,0.74419,1,1,0.74771,0.58802,0.81605,1,1,1,0.28801,0.20434,1,0.77178,1,0.78516,0.97525,2.243,0.47424
41,0.01409,0.48437,0.67552,1.0755,0.1214,0.0091743,0.03125,0.25001,0.3562,0.29412,0.89806,0.39484,0.98475,0.029486,0.91464,1,0.99368,0.99097,0.91005,0.90038,0.95154,0.98033,0.9812,0.85683,0.25259,0.30281,0.25339,0.53223,0.9669,0.80044,0.34675,0.0092756,0.13161,0.14346,0.22317,0.85825,0.67264,0.96666,0.90146,0.94175,0.93174,0.96829,0.96766,0.98367,0.98169,0.97483,0.99055,0.9232,0.93045,0.85192,0.9258,0.84862,0.88539,0.83725,0.82791,0.95334,0.69718,0.86573,0.88662,0.822,0.71739,0.91239,0.88092,0.9026,0.92078,0.85723,0.96119,0.88791,0.95868,0.85248,0.87338,0.89876,0.9428,0.92935,0.82781,0.84551,0.7865,0.95536,0.7786,0.5682,0.86224,0.9062,0.017158,0.21584,0.84707,0.97528,0.93845,0.10168,0.26669,0.82271,0.34957,0.14423,0.049863,0.42425,0.37505,0.13224,0.177,0.5824,0.14686,0.42986,0.16542,0.20344,0.80564,0.97978,0.34498,0.39518,0.65234,0.62269,0.65234,0.63809,0.61694,0.74094,0.74332,0.76546,0.63251,0.54227,0.80006,0.93033,0.73599,0.54437,0.89567,0.8016,0.66868,0.77084,0.85236,0.74807,0.85879,0.73813,0.89827,0.86851,0.67756,0.41961,0.52952,0.43573,0.69394,0.84367,0.6924,0.71193,0.75232,0.713,0.73076,0.86488,0.91995,0.82409,0.85328,0.87738,0.80989,0.89382,0.8716,0.91083,0.74812,0.87969,0.94414,0.83554,0.89388,0.92161,0.8781,0.99757,0.99763,0.9649,0.99307,0.88157,0.96781,0.90171,0.9711,0.93998,0.96248,0.93501,0.97536,0.99516,0.75289,0.93028,0.98639,0.98231,0.97484,0.68612,0.96921,0.98692,0.97698,0.99787,0.99879,0.9964,0.99402,0.99881,0.99615,0.99882,0.99883,0.99854,0.99768,1,1,0.52379,1,0.72081,1,0.75877,1,1,1,1,1,1,0.77273,1,1,1,1,1,0.58802,0.81605,1,1,1,1,0.3038,1,0.087145,1,0.78516,0.97332,2.031,0.53266
39,0.069449,0.82813,0.67552,1.0755,0.1214,0.51376,0.03125,1.4999,0.34767,0.29412,0.96011,0.30519,0.8907,0.33911,0.91122,0.97946,0.98103,0.98495,0.89152,0.92397,0.93624,0.95574,0.9577,0.85683,0.28979,0.34614,0.13916,0.37057,0.98161,0.87775,0.53974,0.24948,0.065864,0.0094706,0.28177,0.85825,0.68226,0.87389,0.91015,0.87943,0.93689,0.97083,0.97015,0.98115,0.9768,0.97483,0.99173,0.93618,0.88175,0.83633,0.87823,0.85623,0.88717,0.87955,0.78052,0.97014,0.73803,0.85008,0.83559,0.7897,0.75884,0.91931,0.83328,0.9026,0.87339,0.86706,0.95576,0.90747,0.94515,0.84689,0.83487,0.92322,0.90256,0.88114,0.86055,0.93342,0.83286,0.88319,0.81307,0.64236,0.83957,0.90432,0.017158,0.17536,0.74718,0.98579,0.9327,0.25128,0.091417,0.84129,0.80692,0.65894,0.32592,0.16018,0.065538,0.10076,0.094776,0.37267,0.33254,0.5292,0.15933,0.24294,0.39894,0.74851,0.16961,0.78218,0.10492,0.61723,0.11507,0.85992,0.80864,0.62451,0.77284,0.54046,0.56254,0.53015,0.66467,0.85187,0.94779,0.74768,0.69703,0.7943,0.6057,0.80641,0.78072,0.86759,0.89463,0.67678,0.91378,0.8858,0.84378,0.43286,0.28026,0.58155,0.78553,0.87131,0.66866,0.74315,0.60192,0.71027,0.67229,0.79485,0.8574,0.75398,0.85395,0.87225,0.78945,0.96417,0.81666,0.94577,0.87561,0.79471,0.90306,0.81381,0.92925,0.5153,0.82512,0.99653,0.99662,0.97119,0.9627,0.86791,0.95708,0.91005,0.96628,0.92961,0.97011,0.92424,0.96303,0.99096,0.9067,0.82085,0.99598,0.98821,0.98558,0.69357,0.97615,0.98601,0.98057,0.9997,0.99849,0.9964,0.99582,0.9997,0.99793,0.99853,0.99883,0.99825,0.99739,1,1,0.047635,1,0.72081,1,0.75877,1,1,1,1,1,1,0.54546,1,1,1,0.51111,1,0.58802,0.81605,1,1,1,1,0.094034,1,1,1,0.78516,0.87624,1.702,0.57047
